loc_rowid,kepid,kepoi_name,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
140,5436502,K00834.03,2.32,4.000e-01,-4.500e-01,1146.0,,,9.340000,1.200000,-1.200000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
141,5436502,K00834.04,1.62,2.800e-01,-3.200e-01,1642.0,,,3.320000,1.500000,-1.500000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
142,10875245,K00117.03,1.53,7.000e-02,-5.000e-02,1458.0,,,6.751000,0.764000,-0.764000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
143,5436502,K00834.05,2.67,4.700e-01,-5.100e-01,568.0,,,50.900000,18.400000,-18.400000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
144,5456651,K00835.01,2.35,1.700e-01,-8.000e-02,616.0,,,31.760000,1.500000,-1.500000,4959.00,99.00,,0.7560,0.0540,-0.0270,0.8490,0.0250,-0.0600
145,5456651,K00835.02,2.37,1.700e-01,-9.000e-02,366.0,,,90.700000,34.800000,-34.800000,4959.00,99.00,0.00,0.7560,0.0540,-0.0270,0.8490,0.0250,-0.0600
146,5481416,K00836.01,17.06,1.320e+00,-1.600e+00,1010.0,,,2.270000,1.100000,-1.100000,4794.00,130.00,-144.00,0.7010,0.0540,-0.0660,0.6830,0.0860,-0.0530
147,5531576,K00837.01,2.25,7.000e-02,-1.400e-01,696.0,,,22.680000,5.500000,-5.500000,4768.00,76.00,-85.00,0.7790,0.0230,-0.0490,0.7590,0.0460,-0.0270
148,5531576,K00837.02,1.48,5.000e-02,-9.000e-02,864.0,,,13.767000,0.769000,-0.769000,4768.00,76.00,-85.00,0.7790,0.0230,-0.0490,0.7590,0.0460,-0.0270
149,5534814,K00838.01,38.33,1.280e+01,-4.270e+00,1114.0,,,8.290000,3.300000,-3.300000,6072.00,168.00,-232.00,0.9880,0.3300,-0.1100,1.0500,0.1390,-0.1530
150,6291653,K00850.01,8.24,1.480e+00,-8.000e-01,713.0,,,28.260000,3.900000,-3.900000,5386.00,159.00,-159.00,0.7930,0.1430,-0.0770,0.8200,0.0960,-0.0780
151,6392727,K00851.01,5.39,1.600e+00,-5.300e-01,1038.0,,,13.672000,0.277000,-0.277000,5815.00,157.00,-175.00,0.8770,0.2600,-0.0870,0.9730,0.1050,-0.1260
152,6422070,K00852.01,2.66,7.300e-01,-2.600e-01,1121.0,,,3.730000,1.800000,-1.800000,5653.00,154.00,-171.00,0.9490,0.2600,-0.0930,0.9740,0.1000,-0.1110
153,6428700,K00853.01,3.01,2.400e-01,-3.000e-01,742.0,,,13.230000,6.200000,-6.200000,5015.00,149.00,-149.00,0.8260,0.0660,-0.0830,0.7850,0.0780,-0.0560
154,6428700,K00853.02,3.01,2.400e-01,-3.000e-01,613.0,,,9.850000,4.900000,-4.900000,5015.00,149.00,-149.00,0.8260,0.0660,-0.0830,0.7850,0.0780,-0.0560
155,5792202,K00841.03,2.19,2.200e-01,-8.000e-02,810.0,,,14.520000,5.100000,-5.100000,5251.00,105.00,-105.00,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
156,5794379,K00842.01,2.31,1.700e-01,-2.200e-01,562.0,,,29.500000,12.800000,-12.800000,4702.00,128.00,-142.00,0.6860,0.0490,-0.0670,0.6700,0.0810,-0.0500
157,5794379,K00842.02,2.64,1.900e-01,-2.600e-01,397.0,,,63.840000,9.800000,-9.800000,4702.00,128.00,-142.00,0.6860,0.0490,-0.0670,0.6700,0.0810,-0.0500
158,5881688,K00843.01,6.21,2.050e+00,-8.200e-01,1234.0,,,10.600000,3.300000,-3.300000,6073.00,190.00,-232.00,1.1350,0.3750,-0.1500,1.1630,0.1510,-0.1510
159,6022556,K00844.01,4.35,6.400e-01,-2.800e-01,1151.0,,,9.625500,0.015700,-0.015700,5727.00,77.00,-85.00,0.9780,0.1460,-0.0620,1.0130,0.0560,-0.0620
160,6032497,K00845.01,3.75,1.110e+00,-4.700e-01,727.0,,,13.310000,6.400000,-6.400000,5878.00,158.00,-193.00,0.9870,0.2910,-0.1250,0.9890,0.1270,-0.1150
161,6061119,K00846.01,13.84,3.630e+00,-1.210e+00,554.0,,,43.260000,0.527000,-0.527000,5862.00,177.00,-177.00,0.7850,0.2060,-0.0690,0.8650,0.0880,-0.0960
162,6191521,K00847.01,7.59,1.240e+00,-1.520e+00,452.0,,,50.500000,14.500000,-14.500000,5510.00,82.00,-71.00,1.2380,0.2020,-0.2470,0.9320,0.0660,-0.0440
163,6267425,K00848.01,26.82,2.480e+00,-2.740e+00,954.0,,,4.050000,2.000000,-2.000000,4968.00,151.00,-136.00,0.7040,0.0650,-0.0720,0.6800,0.0930,-0.0430
164,3531558,K00118.01,2.29,1.200e-01,-8.000e-02,712.0,,,24.100000,9.800000,-9.800000,5718.00,85.00,-77.00,1.3170,0.0640,-0.0480,0.9610,0.0820,-0.0550
165,6276477,K00849.01,2.47,5.900e-01,-3.100e-01,777.0,,,25.510000,1.700000,-1.700000,5501.00,164.00,-147.00,0.9180,0.2170,-0.1170,0.8910,0.0990,-0.0820
166,6863998,K00867.01,3.68,5.400e-01,-3.600e-01,613.0,,,17.790000,8.200000,-8.200000,5239.00,174.00,-158.00,0.8260,0.1220,-0.0810,0.8300,0.0850,-0.0700
167,6867155,K00868.01,10.59,3.500e-01,-5.200e-01,188.0,,,184.830000,7.900000,-7.900000,4245.00,85.00,-85.00,0.6570,0.0220,-0.0320,0.6660,0.0310,-0.0310
168,6948054,K00869.01,2.56,1.700e-01,-1.200e-01,753.0,,,21.590000,1.300000,-1.300000,5103.00,101.00,-101.00,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470
169,6948054,K00869.02,3.03,2.000e-01,-1.500e-01,445.0,,,59.910000,1.600000,-1.600000,5103.00,101.00,-101.00,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470
170,6948054,K00869.03,2.32,1.500e-01,-1.200e-01,568.0,,,49.300000,19.700000,-19.700000,5103.00,101.00,-101.00,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470
171,6435936,K00854.01,1.94,1.200e-01,-2.200e-01,233.0,,,94.700000,7.600000,-7.600000,3593.00,71.00,-86.00,0.4910,0.0300,-0.0550,0.5030,0.0360,-0.0540
172,6522242,K00855.01,11.38,2.070e+00,-1.040e+00,453.0,,,67.690000,2.000000,-2.000000,5522.00,165.00,-148.00,0.7470,0.1360,-0.0680,0.7860,0.0940,-0.0700
173,6526710,K00856.01,14.21,4.460e+00,-1.490e+00,552.0,,,29.734000,0.507000,-0.507000,6122.00,181.00,-218.00,0.9640,0.3030,-0.1010,1.0410,0.1390,-0.1390
174,6587280,K00857.01,2.47,3.700e-01,-1.700e-01,850.0,,,16.740000,4.000000,-4.000000,5237.00,157.00,-157.00,0.8260,0.1240,-0.0570,0.9270,0.0470,-0.0950
175,9471974,K00119.01,8.20,5.000e-01,-5.500e-01,669.0,,,34.340000,0.638000,-0.638000,5626.00,89.00,-78.00,2.0570,0.1250,-0.1380,1.2470,0.0820,-0.0670
176,6587280,K00857.02,2.28,3.500e-01,-1.600e-01,559.0,,,34.900000,17.400000,-17.400000,5237.00,157.00,-157.00,0.8260,0.1240,-0.0570,0.9270,0.0470,-0.0950
177,6599919,K00858.01,19.02,4.920e+00,-2.280e+00,733.0,,,20.240000,2.200000,-2.200000,5697.00,154.00,-154.00,0.9030,0.2340,-0.1080,0.8570,0.1170,-0.0720
178,6675056,K00859.01,2.66,2.000e-01,-2.700e-01,667.0,,,29.220000,5.000000,-5.000000,4947.00,148.00,-133.00,0.8020,0.0590,-0.0810,0.7690,0.0830,-0.0560
179,6685526,K00861.01,1.41,1.300e-01,-5.000e-02,1160.0,,,9.527000,0.653000,-0.653000,5265.00,73.00,-84.00,0.8100,0.0730,-0.0290,0.9100,0.0270,-0.0660
180,6756669,K00862.01,14.62,2.920e+00,-1.580e+00,901.0,,,16.497000,0.312000,-0.312000,5532.00,167.00,-167.00,0.8060,0.1610,-0.0870,0.8040,0.1000,-0.0720
181,6784235,K00863.01,2.62,7.800e-01,-2.600e-01,1221.0,,,11.389000,0.580000,-0.580000,5895.00,164.00,-184.00,0.9400,0.2820,-0.0940,1.0260,0.1150,-0.1400
182,6849310,K00864.01,3.11,3.900e-01,-2.100e-01,1038.0,,,12.250000,1.300000,-1.300000,5527.00,74.00,-83.00,0.9270,0.1150,-0.0620,0.9560,0.0440,-0.0590
183,6849310,K00864.02,2.69,3.300e-01,-1.800e-01,622.0,,,32.000000,10.600000,-10.600000,5527.00,74.00,-83.00,0.9270,0.1150,-0.0620,0.9560,0.0440,-0.0590
184,6849310,K00864.03,2.67,3.300e-01,-1.800e-01,791.0,,,22.200000,11.000000,-11.000000,5527.00,74.00,-83.00,0.9270,0.1150,-0.0620,0.9560,0.0440,-0.0590
185,6862328,K00865.01,8.98,1.230e+00,-1.350e+00,366.0,,,120.050000,2.500000,-2.500000,5453.00,81.00,-73.00,1.0620,0.1460,-0.1600,0.9040,0.0620,-0.0390
186,9471974,K00119.02,7.78,4.800e-01,-5.200e-01,426.0,,,61.000000,30.300000,-30.300000,5626.00,89.00,-78.00,2.0570,0.1250,-0.1380,1.2470,0.0820,-0.0670
187,6862603,K00866.01,4.37,1.380e+00,-4.600e-01,1355.0,,,4.580000,2.200000,-2.200000,6126.00,193.00,-214.00,1.0210,0.3240,-0.1080,1.0900,0.1390,-0.1530
188,7366258,K00880.01,3.91,4.300e-01,-2.900e-01,562.0,,,52.720000,2.400000,-2.400000,5427.00,108.00,-108.00,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510
189,7366258,K00880.02,5.51,6.200e-01,-4.100e-01,450.0,,,63.880000,3.700000,-3.700000,5427.00,108.00,-108.00,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510
190,7366258,K00880.03,2.43,2.700e-01,-1.800e-01,926.0,,,15.590000,1.500000,-1.500000,5427.00,108.00,-108.00,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510
191,7366258,K00880.04,1.86,2.100e-01,-1.300e-01,1253.0,,,8.700000,3.300000,-3.300000,5427.00,108.00,-108.00,0.9290,0.1040,-0.0690,0.9150,0.0510,-0.0510
192,7373451,K00881.01,3.07,2.100e-01,-1.400e-01,521.0,,,40.546000,0.213000,-0.213000,5067.00,102.00,-102.00,0.7500,0.0520,-0.0330,0.7890,0.0440,-0.0440
193,6948054,K00869.04,1.69,1.100e-01,-8.000e-02,998.0,,,12.140000,1.100000,-1.100000,5103.00,101.00,-101.00,0.7870,0.0510,-0.0390,0.8230,0.0410,-0.0470
194,6949607,K00870.01,1.73,9.000e-02,-1.000e-01,585.0,,,19.700000,1.300000,-1.300000,4072.00,73.00,-81.00,0.5700,0.0290,-0.0320,0.5860,0.0290,-0.0360
195,6949607,K00870.02,1.65,9.000e-02,-9.000e-02,509.0,,,24.640000,0.310000,-0.310000,4072.00,73.00,-81.00,0.5700,0.0290,-0.0320,0.5860,0.0290,-0.0360
196,7031517,K00871.01,22.94,4.930e+00,-1.960e+00,723.0,,,35.210000,4.300000,-4.300000,5875.00,140.00,-175.00,0.8090,0.1740,-0.0690,0.8950,0.0890,-0.0990
197,11869052,K00120.01,2.41,5.600e-01,-6.300e-01,742.0,,,22.700000,11.300000,-11.300000,5670.00,280.00,-229.00,1.2640,0.2980,-0.3280,0.9370,0.1510,-0.0880
198,7109675,K00872.01,8.46,4.000e-01,-5.000e-01,495.0,,,49.600000,10.900000,-10.900000,5149.00,113.00,-82.00,0.9300,0.0440,-0.0550,0.8820,0.0400,-0.0290
199,7109675,K00872.02,1.97,9.000e-02,-1.200e-01,845.0,,,16.490000,7.400000,-7.400000,5149.00,113.00,-82.00,0.9300,0.0440,-0.0550,0.8820,0.0400,-0.0290
200,7118364,K00873.01,2.36,3.900e-01,-2.900e-01,1174.0,,,16.107000,0.342000,-0.342000,5754.00,78.00,-78.00,1.1220,0.1840,-0.1380,1.0140,0.0740,-0.0560
201,7134976,K00874.01,2.35,9.000e-02,-1.800e-01,896.0,,,13.320000,4.900000,-4.900000,4986.00,82.00,-82.00,0.8330,0.0320,-0.0640,0.7930,0.0500,-0.0290
202,7134976,K00874.02,1.55,6.000e-02,-1.200e-01,667.0,,,24.720000,8.900000,-8.900000,4986.00,82.00,-82.00,0.8330,0.0320,-0.0640,0.7930,0.0500,-0.0290
203,7135852,K00875.01,2.62,5.800e-01,-5.800e-01,595.0,,,8.130000,2.900000,-2.900000,3837.00,481.00,-259.00,0.5170,0.1140,-0.1140,0.5440,0.1140,-0.1140
204,7270230,K00876.01,588.66,1.285e+02,-4.616e+01,853.0,,,38.600000,19.100000,-19.100000,5612.00,152.00,-152.00,0.8290,0.1810,-0.0650,0.9260,0.0850,-0.1140
205,7287995,K00877.01,2.33,1.000e-01,-1.100e-01,635.0,,,18.690000,3.400000,-3.400000,4261.00,85.00,-85.00,0.6330,0.0260,-0.0290,0.6400,0.0350,-0.0290
206,7287995,K00877.02,2.18,9.000e-02,-1.000e-01,502.0,,,33.320000,5.700000,-5.700000,4261.00,85.00,-85.00,0.6330,0.0260,-0.0290,0.6400,0.0350,-0.0290
207,7287995,K00877.03,1.42,6.000e-02,-7.000e-02,418.0,,,49.400000,20.100000,-20.100000,4261.00,85.00,-85.00,0.6330,0.0260,-0.0290,0.6400,0.0350,-0.0290
208,3247396,K00121.01,63.66,8.980e+00,-1.795e+01,1399.0,,,3.150000,1.600000,-1.600000,6200.00,125.00,-113.00,2.4040,0.3390,-0.6780,1.3330,0.1630,-0.1990
209,7303253,K00878.01,3.16,3.000e-01,-3.300e-01,487.0,,,16.880000,8.200000,-8.200000,4919.00,146.00,-146.00,0.7210,0.0690,-0.0750,0.6970,0.0900,-0.0530
210,5094751,K00123.01,2.54,1.100e-01,-1.200e-01,1145.0,,,7.710000,3.800000,-3.800000,5945.00,71.00,-71.00,1.3020,0.0580,-0.0580,1.0090,0.0570,-0.0470
211,7678434,K00892.01,3.20,1.800e-01,-2.800e-01,720.0,,,23.000000,10.900000,-10.900000,5121.00,76.00,-84.00,0.8880,0.0490,-0.0770,0.8220,0.0530,-0.0290
212,7678434,K00892.02,1.78,9.000e-02,-1.600e-01,992.0,,,15.040000,7.500000,-7.500000,5121.00,76.00,-84.00,0.8880,0.0490,-0.0770,0.8220,0.0530,-0.0290
213,7685981,K00893.01,2.66,7.900e-01,-3.300e-01,1139.0,,,3.450000,1.600000,-1.600000,6007.00,189.00,-189.00,0.9610,0.2850,-0.1220,0.9680,0.1320,-0.1200
214,7708215,K00894.01,4.68,1.460e+00,-4.800e-01,878.0,,,4.238000,0.568000,-0.568000,5811.00,157.00,-192.00,0.9260,0.2890,-0.0960,1.0360,0.1130,-0.1390
215,7373451,K00881.02,4.53,3.200e-01,-2.000e-01,236.0,,,174.700000,76.500000,-76.500000,5067.00,102.00,-102.00,0.7500,0.0520,-0.0330,0.7890,0.0440,-0.0440
216,7377033,K00882.01,21.58,1.330e+00,-1.470e+00,1109.0,,,5.280000,2.600000,-2.600000,5209.00,171.00,-155.00,0.6030,0.0370,-0.0410,0.6020,0.0480,-0.0180
217,7380537,K00883.01,12.04,1.360e+00,-7.900e-01,929.0,,,11.420400,0.021400,-0.021400,4820.00,130.00,-144.00,0.6390,0.0720,-0.0420,0.6990,0.0590,-0.0720
218,7434875,K00884.01,4.16,5.000e-01,-2.800e-01,686.0,,,26.081000,0.650000,-0.650000,5097.00,152.00,-152.00,0.7790,0.0930,-0.0530,0.8910,0.0390,-0.0970
219,8349582,K00122.01,3.13,2.000e-01,-1.700e-01,927.0,,,23.181000,0.263000,-0.263000,5644.00,84.00,-75.00,1.4110,0.0910,-0.0730,1.0530,0.1150,-0.0570
220,7434875,K00884.02,2.92,3.500e-01,-1.900e-01,530.0,,,50.000000,13.000000,-13.000000,5097.00,152.00,-152.00,0.7790,0.0930,-0.0530,0.8910,0.0390,-0.0970
221,7434875,K00884.03,1.74,2.000e-01,-1.200e-01,970.0,,,12.860000,1.700000,-1.700000,5097.00,152.00,-152.00,0.7790,0.0930,-0.0530,0.8910,0.0390,-0.0970
222,7455287,K00886.01,1.72,1.300e-01,-2.000e-01,453.0,,,26.890000,2.300000,-2.300000,3713.00,74.00,-92.00,0.4700,0.0360,-0.0540,0.4840,0.0380,-0.0530
223,7455287,K00886.02,1.29,1.000e-01,-1.500e-01,395.0,,,21.878000,0.720000,-0.720000,3713.00,74.00,-92.00,0.4700,0.0360,-0.0540,0.4840,0.0380,-0.0530
224,7455287,K00886.03,1.30,1.000e-01,-1.500e-01,328.0,,,60.900000,14.200000,-14.200000,3713.00,74.00,-92.00,0.4700,0.0360,-0.0540,0.4840,0.0380,-0.0530
225,7458762,K00887.01,2.45,7.700e-01,-2.500e-01,905.0,,,16.550000,6.300000,-6.300000,5849.00,157.00,-192.00,0.9190,0.2890,-0.0960,1.0140,0.1130,-0.1260
226,7552344,K00888.01,4.14,7.500e-01,-5.700e-01,1620.0,,,4.120000,2.000000,-2.000000,5472.00,179.00,-179.00,0.7900,0.1430,-0.1080,0.7180,0.1110,-0.0440
227,757450,K00889.01,10.51,5.600e-01,-5.700e-01,770.0,,,36.466000,0.649000,-0.649000,5332.00,106.00,-96.00,0.8430,0.0450,-0.0450,0.8210,0.0610,-0.0400
228,7585481,K00890.01,8.95,2.940e+00,-9.800e-01,986.0,,,15.854600,0.098500,-0.098500,6214.00,174.00,-217.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
229,7663691,K00891.01,3.52,1.110e+00,-3.800e-01,876.0,,,8.170000,3.800000,-3.800000,6063.00,181.00,-217.00,1.0010,0.3180,-0.1060,1.0790,0.1300,-0.1450
230,5812701,K00012.01,13.16,2.570e+00,-6.500e-01,911.0,,,19.986000,0.200000,-0.200000,6823.00,61.00,-92.00,1.3670,0.2670,-0.0670,1.3860,0.0930,-0.0760
231,8013419,K00901.01,4.87,9.700e-01,-9.600e-01,432.0,,,31.620000,6.200000,-6.200000,3950.00,560.00,-301.00,0.5410,0.1070,-0.1070,0.5630,0.1120,-0.1120
232,8018547,K00902.01,4.78,3.400e-01,-4.700e-01,226.0,,,81.600000,12.700000,-12.700000,3960.00,118.00,-130.00,0.5090,0.0360,-0.0500,0.5260,0.0340,-0.0460
233,8039892,K00903.01,6.96,1.750e+00,-6.200e-01,998.0,,,9.240000,1.800000,-1.800000,5865.00,146.00,-190.00,0.8270,0.2080,-0.0740,0.9140,0.0990,-0.1090
234,8150320,K00904.01,1.85,1.300e-01,-5.000e-02,931.0,,,7.830000,3.300000,-3.300000,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,0.7100,0.0290,-0.0430
235,8150320,K00904.02,1.90,1.300e-01,-6.000e-02,400.0,,,55.430000,6.200000,-6.200000,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,0.7100,0.0290,-0.0430
236,11086270,K00124.01,2.57,4.000e-01,-6.500e-01,1008.0,,,26.076000,0.911000,-0.911000,5869.00,117.00,-117.00,1.6260,0.2540,-0.4130,1.0190,0.0980,-0.0980
237,7767559,K00895.01,10.95,3.050e+00,-2.030e+00,1101.0,,,9.633700,0.037400,-0.037400,5600.00,186.00,-169.00,0.9750,0.2710,-0.1810,0.8110,0.1270,-0.0580
238,7825899,K00896.01,4.14,3.800e-01,-1.500e-01,598.0,,,32.100000,1.300000,-1.300000,5191.00,103.00,-103.00,0.8370,0.0780,-0.0300,0.9370,0.0240,-0.0620
239,7825899,K00896.02,2.96,2.800e-01,-1.000e-01,819.0,,,16.707000,0.156000,-0.156000,5191.00,103.00,-103.00,0.8370,0.0780,-0.0300,0.9370,0.0240,-0.0620
240,7849854,K00897.01,13.12,2.010e+00,-1.180e+00,1497.0,,,7.743000,0.587000,-0.587000,5855.00,70.00,-88.00,1.0800,0.1660,-0.0970,1.0490,0.0700,-0.0640
241,7870390,K00898.01,2.23,1.400e-01,-2.000e-01,460.0,,,31.550000,2.400000,-2.400000,3906.00,78.00,-86.00,0.5090,0.0320,-0.0460,0.5080,0.0370,-0.0330
242,7870390,K00898.02,1.66,1.100e-01,-1.500e-01,569.0,,,17.770000,4.600000,-4.600000,3906.00,78.00,-86.00,0.5090,0.0320,-0.0460,0.5080,0.0370,-0.0330
243,5094751,K00123.02,2.48,1.100e-01,-1.100e-01,771.0,,,25.344000,0.309000,-0.309000,5945.00,71.00,-71.00,1.3020,0.0580,-0.0580,1.0090,0.0570,-0.0470
244,7870390,K00898.03,2.25,1.400e-01,-2.100e-01,362.0,,,20.200000,10.100000,-10.100000,3906.00,78.00,-86.00,0.5090,0.0320,-0.0460,0.5080,0.0370,-0.0330
245,7907423,K00899.01,1.16,1.300e-01,-1.700e-01,429.0,,,24.230000,6.800000,-6.800000,3561.00,71.00,-89.00,0.4110,0.0450,-0.0600,0.4400,0.0410,-0.0760
246,7907423,K00899.02,0.91,1.000e-01,-1.300e-01,554.0,,,14.190000,0.282000,-0.282000,3561.00,71.00,-89.00,0.4110,0.0450,-0.0600,0.4400,0.0410,-0.0760
247,7907423,K00899.03,1.11,1.200e-01,-1.600e-01,332.0,,,48.380000,2.300000,-2.300000,3561.00,71.00,-89.00,0.4110,0.0450,-0.0600,0.4400,0.0410,-0.0760
248,7938496,K00900.01,4.56,1.330e+00,-8.800e-01,833.0,,,23.200000,10.100000,-10.100000,5942.00,176.00,-193.00,1.1420,0.3330,-0.2220,1.0090,0.1520,-0.1240
249,8490993,K00911.01,2.85,8.000e-01,-3.400e-01,1182.0,,,5.330000,2.600000,-2.600000,6077.00,162.00,-217.00,0.9990,0.2800,-0.1200,1.0770,0.1260,-0.1530
250,8490993,K00911.02,3.43,9.600e-01,-4.200e-01,401.0,,,34.300000,17.100000,-17.100000,6077.00,162.00,-217.00,0.9990,0.2800,-0.1200,1.0770,0.1260,-0.1530
251,8505670,K00912.01,2.34,4.400e-01,-4.300e-01,499.0,,,28.050000,3.000000,-3.000000,4201.00,676.00,-416.00,0.5910,0.1090,-0.1090,0.6090,0.1240,-0.1010
252,8505670,K00912.02,1.18,2.100e-01,-2.200e-01,587.0,,,21.000000,10.200000,-10.200000,4201.00,676.00,-416.00,0.5910,0.1090,-0.1090,0.6090,0.1240,-0.1010
253,8544996,K00913.01,10.55,2.400e+00,-8.700e-01,1016.0,,,10.812000,0.108000,-0.108000,5655.00,152.00,-152.00,0.7940,0.1810,-0.0650,0.8860,0.0880,-0.1070
254,8552202,K00914.01,1.87,3.600e-01,-1.500e-01,1010.0,,,7.470000,2.800000,-2.800000,5662.00,153.00,-153.00,0.7380,0.1400,-0.0600,0.8130,0.0800,-0.0800
255,8150320,K00904.03,1.85,1.300e-01,-5.000e-02,349.0,,,64.940000,8.600000,-8.600000,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,0.7100,0.0290,-0.0430
256,8150320,K00904.04,1.62,1.100e-01,-5.000e-02,728.0,,,12.350000,4.100000,-4.100000,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,0.7100,0.0290,-0.0430
257,8150320,K00904.05,1.75,1.100e-01,-6.000e-02,559.0,,,23.600000,11.600000,-11.600000,4500.00,90.00,-90.00,0.6460,0.0430,-0.0200,0.7100,0.0290,-0.0430
258,8180063,K00905.01,4.33,9.800e-01,-3.900e-01,950.0,,,6.137000,0.408000,-0.408000,5865.00,158.00,-158.00,0.8270,0.1860,-0.0740,0.9140,0.0890,-0.1090
259,8226994,K00906.01,2.47,1.000e-01,-2.000e-01,782.0,,,19.510000,9.600000,-9.600000,5029.00,83.00,-75.00,0.8380,0.0330,-0.0660,0.7980,0.0580,-0.0260
260,8226994,K00906.02,2.43,1.000e-01,-1.900e-01,579.0,,,51.100000,19.800000,-19.800000,5029.00,83.00,-75.00,0.8380,0.0330,-0.0660,0.7980,0.0580,-0.0260
261,8226994,K00906.03,1.08,4.000e-02,-9.000e-02,938.0,,,12.610000,0.166000,-0.166000,5029.00,83.00,-75.00,0.8380,0.0330,-0.0660,0.7980,0.0580,-0.0260
262,8247638,K00907.01,2.72,2.700e-01,-2.400e-01,655.0,,,28.840000,9.100000,-9.100000,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,0.8410,0.0600,-0.0430
263,8247638,K00907.02,3.14,3.200e-01,-2.700e-01,536.0,,,26.800000,12.400000,-12.400000,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,0.8410,0.0600,-0.0430
264,8247638,K00907.03,1.36,1.400e-01,-1.200e-01,990.0,,,14.190000,6.000000,-6.000000,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,0.8410,0.0600,-0.0430
265,11086270,K00124.02,3.09,4.900e-01,-7.800e-01,743.0,,,50.780000,2.400000,-2.400000,5869.00,117.00,-117.00,1.6260,0.2540,-0.4130,1.0190,0.0980,-0.0980
266,8247638,K00907.04,2.64,2.700e-01,-2.300e-01,360.0,,,175.840000,7.900000,-7.900000,5527.00,111.00,-111.00,0.8660,0.0890,-0.0740,0.8410,0.0600,-0.0430
267,8255887,K00908.01,10.60,2.850e+00,-2.560e+00,1162.0,,,12.288000,0.116000,-0.116000,5560.00,166.00,-166.00,1.2100,0.3250,-0.2930,0.9400,0.1130,-0.0850
268,8256049,K00909.01,540.37,3.925e+01,-5.842e+01,438.0,,,34.500000,17.200000,-17.200000,4187.00,125.00,-125.00,0.5920,0.0430,-0.0640,0.5800,0.0640,-0.0520
269,8414716,K00910.01,2.68,3.600e-01,-1.900e-01,850.0,,,13.580000,2.400000,-2.400000,5198.00,155.00,-155.00,0.8010,0.1060,-0.0570,0.9150,0.0440,-0.1020
270,9140402,K00928.01,2.42,2.400e-01,-1.200e-01,1194.0,,,17.370000,5.200000,-5.200000,5569.00,99.00,-110.00,0.8290,0.0820,-0.0410,0.9280,0.0390,-0.0780
271,9141746,K00929.01,9.66,3.270e+00,-1.310e+00,1062.0,,,10.840000,1.200000,-1.200000,6123.00,193.00,-265.00,1.1070,0.3750,-0.1500,1.1590,0.1640,-0.1640
272,9159275,K00930.01,24.54,4.890e+00,-1.960e+00,1076.0,,,1.500000,0.627000,-0.627000,5525.00,165.00,-165.00,0.7530,0.1500,-0.0600,0.8430,0.0790,-0.0970
273,9166862,K00931.01,13.61,3.800e+00,-1.350e+00,1212.0,,,9.763000,0.375000,-0.375000,6033.00,193.00,-265.00,1.0460,0.2920,-0.1040,1.1530,0.1250,-0.1520
274,9166870,K00932.01,3.57,1.000e+00,-3.300e-01,1158.0,,,5.340000,2.500000,-2.500000,5936.00,164.00,-205.00,0.9650,0.2680,-0.0890,1.0750,0.1150,-0.1400
275,11449844,K00125.01,13.26,1.780e+00,-5.900e-01,484.0,,,66.361400,0.096900,-0.096900,5510.00,98.00,-109.00,0.8790,0.1180,-0.0390,0.9730,0.0410,-0.0700
276,8605074,K00915.01,27.22,8.220e+00,-4.420e+00,606.0,,,40.039000,0.241000,-0.241000,6140.00,164.00,-201.00,1.0960,0.3310,-0.1780,0.9890,0.1520,-0.1100
277,8628973,K00916.01,3.94,1.110e+00,-3.700e-01,1155.0,,,9.370000,4.300000,-4.300000,5609.00,150.00,-166.00,0.9440,0.2660,-0.0890,0.9830,0.0940,-0.1050
278,8655354,K00917.01,4.37,1.060e+00,-5.700e-01,952.0,,,6.060000,3.000000,-3.000000,5931.00,177.00,-177.00,0.8660,0.2100,-0.1130,0.8250,0.0960,-0.0700
